accession_id,virus_name,collection_date
EPI_ISL_1041504,hCoV-19/USA/NY-PRL-2021_02_12_04D02/2021,2021-02-10
EPI_ISL_1018013,hCoV-19/USA/NY-NYCPHL-003129/2021,2021-02-08
EPI_ISL_1094369,hCoV-19/USA/MT-CDC-2-3912744/2021,2021-01-28
EPI_ISL_1016191,hCoV-19/USA/NY-Wadsworth-21018145-01/2021,2021-01-29
EPI_ISL_966418,hCoV-19/USA/NY-NYCPHL-002958/2021,2021-01-28
EPI_ISL_982458,hCoV-19/USA/NY-Wadsworth-21008511-01/2021,2021-01-01
EPI_ISL_966426,hCoV-19/USA/NY-NYCPHL-002827/2021,2021-01-26
EPI_ISL_966413,hCoV-19/USA/NY-NYCPHL-002911/2021,2021-01-29
EPI_ISL_1098441,hCoV-19/USA/NY-PRL-2021_02_22_00P19/2021,2021-02-20
EPI_ISL_1098238,hCoV-19/USA/NY-PRL-2021_02_19_01P14/2021,2021-02-18
EPI_ISL_966421,hCoV-19/USA/NY-NYCPHL-002861/2021,2021-01-27
EPI_ISL_1137499,hCoV-19/USA/NJ-PHEL-P21-2777/2021,2021-01-14
EPI_ISL_886626,hCoV-19/USA/NJ-CDC-LC0003391/2021,2021-01-11
EPI_ISL_1113170,hCoV-19/USA/NJ-PHEL-21-4847/2021,2021-02-16
EPI_ISL_1060803,hCoV-19/USA/NJ-PHEL-P21-6699/2021,2021-02-04
EPI_ISL_1036298,hCoV-19/USA/MD-HP02350/2021,2021-02-09
EPI_ISL_994928,hCoV-19/USA/NY-PRL-2021_0205_06G03/2021,2021-02-04
EPI_ISL_1041386,hCoV-19/USA/NY-PRL-2021_02_08_05F01/2021,2021-02-06
EPI_ISL_1098132,hCoV-19/USA/NY-PRL-2021_02_19_01H13/2021,2021-02-18
EPI_ISL_1097863,hCoV-19/USA/NY-PRL-2021_02_17_01O11/2021,2021-02-15
EPI_ISL_966416,hCoV-19/USA/NY-NYCPHL-002893/2021,2021-01-28
EPI_ISL_937255,hCoV-19/USA/NY-NYCPHL-002793/2021,2021-01-25
EPI_ISL_1137500,hCoV-19/USA/NJ-PHEL-P21-2788/2021,2021-01-14
EPI_ISL_1116519,hCoV-19/USA/NY-NYULH411/2021,2021-02-15
EPI_ISL_1060804,hCoV-19/USA/NJ-PHEL-P21-6766/2021,2021-02-04
EPI_ISL_1060800,hCoV-19/USA/NJ-PHEL-P21-7064/2021,2021-02-06
EPI_ISL_1060802,hCoV-19/USA/NJ-PHEL-P21-7313/2021,2021-02-06
EPI_ISL_1041403,hCoV-19/USA/NY-PRL-2021_02_08_05H08/2021,2021-02-06
EPI_ISL_1041913,hCoV-19/USA/NY-PRL-2021_02_17_00O07/2021,2021-02-15
EPI_ISL_994970,hCoV-19/USA/NY-PRL-2021_0208_00H10/2021,2021-02-06
EPI_ISL_1158385,hCoV-19/USA/MI-MDHHS-SC23727/2021,2021-01-26
EPI_ISL_995089,hCoV-19/USA/NY-PRL-2021_0210_06C08/2021,2021-02-08
EPI_ISL_1098275,hCoV-19/USA/NY-PRL-2021_02_22_00C16/2021,2021-02-19
EPI_ISL_1098493,hCoV-19/USA/NY-PRL-2021_02_25_00A17/2021,2021-02-20
EPI_ISL_1041424,hCoV-19/USA/NY-PRL-2021_02_12_02C04/2021,2021-02-09
EPI_ISL_884080,hCoV-19/USA/NY-Wadsworth-21003395-01/2021,2021-01-07
EPI_ISL_1163686,hCoV-19/USA/CT-Yale-1458/2021,2021-02-13
EPI_ISL_1163684,hCoV-19/USA/CT-Yale-1455/2021,2021-02-10
EPI_ISL_1064855,hCoV-19/USA/NY-NYCPHL-003288/2021,2021-02-10
EPI_ISL_1016182,hCoV-19/USA/NY-Wadsworth-21018136-01/2021,2021-01-30
EPI_ISL_1114524,hCoV-19/USA/NY-NYCPHL-003459/2021,2021-02-19
EPI_ISL_1064862,hCoV-19/USA/NY-NYCPHL-003334/2021,2021-02-16
EPI_ISL_1064856,hCoV-19/USA/NY-NYCPHL-003290/2021,2021-02-09
EPI_ISL_1041594,hCoV-19/USA/NY-PRL-2021_02_15_01F05/2021,2021-02-14
EPI_ISL_1097908,hCoV-19/USA/NY-PRL-2021_02_19_00C15/2021,2021-02-16
EPI_ISL_1163637,hCoV-19/USA/ME-HETL-J1770/2021,2021-02-24
EPI_ISL_1114472,hCoV-19/USA/NY-NYCPHL-003381/2021,2021-02-17
EPI_ISL_1097994,hCoV-19/USA/NY-PRL-2021_02_19_00K07/2021,2021-02-16
EPI_ISL_1097823,hCoV-19/USA/NY-PRL-2021_02_17_01J16/2021,2021-02-15
EPI_ISL_1114516,hCoV-19/USA/NY-NYCPHL-003446/2021,2021-02-19
EPI_ISL_1114502,hCoV-19/USA/NY-NYCPHL-003421/2021,2021-02-17
EPI_ISL_1098503,hCoV-19/USA/NY-PRL-2021_02_25_00B09/2021,2021-02-22
EPI_ISL_1016183,hCoV-19/USA/NY-Wadsworth-21018137-01/2021,2021-01-29
EPI_ISL_1098154,hCoV-19/USA/NY-PRL-2021_02_19_01J21/2021,2021-02-17
EPI_ISL_966414,hCoV-19/USA/NY-NYCPHL-002919/2021,2021-01-29
EPI_ISL_1116529,hCoV-19/USA/NY-NYULH390/2021,2021-02-11
EPI_ISL_995042,hCoV-19/USA/NY-PRL-2021_0210_01D10/2021,2021-02-08
EPI_ISL_1098428,hCoV-19/USA/NY-PRL-2021_02_22_00P02/2021,2021-02-19
EPI_ISL_1041641,hCoV-19/USA/NY-PRL-2021_02_15_02E09/2021,2021-02-13
EPI_ISL_1064859,hCoV-19/USA/NY-NYCPHL-003306/2021,2021-02-12
EPI_ISL_1064860,hCoV-19/USA/NY-NYCPHL-003323/2021,2021-02-16
EPI_ISL_1114500,hCoV-19/USA/NY-NYCPHL-003418/2021,2021-02-17
EPI_ISL_1121905,hCoV-19/USA/NY-NYCPHL-003485/2021,2021-02-22
EPI_ISL_1114514,hCoV-19/USA/NY-NYCPHL-003444/2021,2021-02-19
EPI_ISL_1098139,hCoV-19/USA/NY-PRL-2021_02_19_01I02/2021,2021-02-17
EPI_ISL_1041829,hCoV-19/USA/NY-PRL-2021_02_17_00H07/2021,2021-02-14
EPI_ISL_1018025,hCoV-19/USA/NY-NYCPHL-003164/2021,2021-02-09
EPI_ISL_1016177,hCoV-19/USA/NY-Wadsworth-21018130-01/2021,2021-01-31
EPI_ISL_1016206,hCoV-19/USA/NY-Wadsworth-21018162-01/2021,2021-01-31
EPI_ISL_1064835,hCoV-19/USA/NY-NYCPHL-003118/2021,2021-02-08
EPI_ISL_1064864,hCoV-19/USA/NY-NYCPHL-003374/2021,2021-02-12
EPI_ISL_1064842,hCoV-19/USA/NY-NYCPHL-003167/2021,2021-02-09
EPI_ISL_1064841,hCoV-19/USA/NY-NYCPHL-003166/2021,2021-02-09
EPI_ISL_1064831,hCoV-19/USA/NY-NYCPHL-003068/2021,2021-02-05
EPI_ISL_1041861,hCoV-19/USA/NY-PRL-2021_02_17_00K08/2021,2021-02-13
EPI_ISL_1116516,hCoV-19/USA/NJ-NYULH388/2021,2021-02-18
EPI_ISL_1016233,hCoV-19/USA/NY-Wadsworth-21018781-01/2021,2021-01-31
EPI_ISL_1041483,hCoV-19/USA/NY-PRL-2021_02_12_03E11/2021,2021-02-10
EPI_ISL_1097932,hCoV-19/USA/NY-PRL-2021_02_19_00E20/2021,2021-02-16
EPI_ISL_1097938,hCoV-19/USA/NY-PRL-2021_02_19_00F07/2021,2021-02-16
EPI_ISL_1064849,hCoV-19/USA/NY-NYCPHL-003257/2021,2021-02-11
EPI_ISL_1041380,hCoV-19/USA/NY-PRL-2021_02_08_05E03/2021,2021-02-07
EPI_ISL_1098360,hCoV-19/USA/NY-PRL-2021_02_22_00J21/2021,2021-02-20
EPI_ISL_1041238,hCoV-19/USA/NY-PRL-2021_02_10_02B07/2021,2021-02-08
EPI_ISL_1041333,hCoV-19/USA/NY-PRL-2021_02_12_01E02/2021,2021-02-09
EPI_ISL_1041516,hCoV-19/USA/NY-PRL-2021_02_12_04F04/2021,2021-02-10
EPI_ISL_1098051,hCoV-19/USA/NY-PRL-2021_02_19_00O24/2021,2021-02-16
EPI_ISL_994819,hCoV-19/USA/NY-PRL-2021_0202_02D02/2021,2021-01-29
EPI_ISL_1098536,hCoV-19/USA/NY-PRL-2021_02_25_00F01/2021,2021-02-22
EPI_ISL_1097880,hCoV-19/USA/NY-PRL-2021_02_19_00A04/2021,2021-02-16
EPI_ISL_1098487,hCoV-19/USA/NY-PRL-2021_02_25_00A03/2021,2021-02-20
EPI_ISL_1041761,hCoV-19/USA/NY-PRL-2021_02_17_00C01/2021,2021-02-15
EPI_ISL_1041760,hCoV-19/USA/NY-PRL-2021_02_17_00B24/2021,2021-02-15
EPI_ISL_1041400,hCoV-19/USA/NY-PRL-2021_02_08_05H02/2021,2021-02-06
EPI_ISL_1098534,hCoV-19/USA/NY-PRL-2021_02_25_00E17/2021,2021-02-22
EPI_ISL_1041808,hCoV-19/USA/NY-PRL-2021_02_17_00F09/2021,2021-02-14
EPI_ISL_1097846,hCoV-19/USA/NY-PRL-2021_02_17_01M04/2021,2021-02-16
EPI_ISL_995138,hCoV-19/USA/NY-PRL-2021_0210_07E06/2021,2021-02-09
EPI_ISL_1097894,hCoV-19/USA/NY-PRL-2021_02_19_00B13/2021,2021-02-16
EPI_ISL_1097940,hCoV-19/USA/NY-PRL-2021_02_19_00F09/2021,2021-02-16
EPI_ISL_1098064,hCoV-19/USA/NY-PRL-2021_02_19_01A03/2021,2021-02-16
EPI_ISL_995157,hCoV-19/USA/NY-PRL-2021_0210_08D02/2021,2021-02-09
EPI_ISL_1041718,hCoV-19/USA/NY-PRL-2021_02_15_03G05/2021,2021-02-13
EPI_ISL_1098077,hCoV-19/USA/NY-PRL-2021_02_19_01B22/2021,2021-02-17
EPI_ISL_1098002,hCoV-19/USA/NY-PRL-2021_02_19_00K22/2021,2021-02-16
EPI_ISL_1040899,hCoV-19/USA/NY-NYULH106/2021,2021-02-03
EPI_ISL_1040901,hCoV-19/USA/NY-NYULH126/2021,2021-02-07
EPI_ISL_1121893,hCoV-19/USA/NY-NYCPHL-003436/2021,2021-02-18
EPI_ISL_1041426,hCoV-19/USA/NY-PRL-2021_02_12_02C10/2021,2021-02-09
EPI_ISL_1098494,hCoV-19/USA/NY-PRL-2021_02_25_00A18/2021,2021-02-19
EPI_ISL_1097925,hCoV-19/USA/NY-PRL-2021_02_19_00D19/2021,2021-02-16
EPI_ISL_1041750,hCoV-19/USA/NY-PRL-2021_02_17_00B09/2021,2021-02-14
EPI_ISL_1121911,hCoV-19/USA/NY-NYCPHL-003493/2021,2021-02-22
EPI_ISL_936261,hCoV-19/USA/NY-Wadsworth-21012065-01/2021,2021-01-14
EPI_ISL_1121929,hCoV-19/USA/NY-NYCPHL-003516/2021,2021-02-23
EPI_ISL_1064834,hCoV-19/USA/NY-NYCPHL-003110/2021,2021-02-08
EPI_ISL_994958,hCoV-19/USA/NY-PRL-2021_0208_00E04/2021,2021-02-06
EPI_ISL_994975,hCoV-19/USA/NY-PRL-2021_0208_04A12/2021,2021-02-04
EPI_ISL_1098043,hCoV-19/USA/NY-PRL-2021_02_19_00O05/2021,2021-02-17
EPI_ISL_994989,hCoV-19/USA/NY-PRL-2021_0208_04D10/2021,2021-02-06
EPI_ISL_1098301,hCoV-19/USA/NY-PRL-2021_02_22_00E23/2021,2021-02-19
EPI_ISL_994883,hCoV-19/USA/NY-PRL-2021_0205_00F07/2021,2021-02-02
EPI_ISL_994886,hCoV-19/USA/NY-PRL-2021_0205_00G05/2021,2021-02-03
EPI_ISL_1087293,hCoV-19/USA/NY-NYULH300/2021,2021-01-30
EPI_ISL_1098327,hCoV-19/USA/NY-PRL-2021_02_22_00H02/2021,2021-02-19
EPI_ISL_1098432,hCoV-19/USA/NY-PRL-2021_02_22_00P09/2021,2021-02-19
EPI_ISL_1098565,hCoV-19/USA/NY-PRL-2021_02_25_00I01/2021,2021-02-23
EPI_ISL_1098128,hCoV-19/USA/NY-PRL-2021_02_19_01H07/2021,2021-02-18
EPI_ISL_1041300,hCoV-19/USA/NY-PRL-2021_02_10_03F08/2021,2021-02-07
EPI_ISL_994961,hCoV-19/USA/NY-PRL-2021_0208_00G02/2021,2021-02-04
EPI_ISL_994974,hCoV-19/USA/NY-PRL-2021_0208_04A11/2021,2021-02-05
EPI_ISL_1041372,hCoV-19/USA/NY-PRL-2021_02_08_05D04/2021,2021-02-06
EPI_ISL_1041414,hCoV-19/USA/NY-PRL-2021_02_12_02A12/2021,2021-02-10
EPI_ISL_1041649,hCoV-19/USA/NY-PRL-2021_02_15_02F08/2021,2021-02-13
EPI_ISL_1098097,hCoV-19/USA/NY-PRL-2021_02_19_01E15/2021,2021-02-17
EPI_ISL_1041422,hCoV-19/USA/NY-PRL-2021_02_12_02B11/2021,2021-02-10
EPI_ISL_1041625,hCoV-19/USA/NY-PRL-2021_02_15_02C02/2021,2021-02-14
EPI_ISL_984927,hCoV-19/USA/NY-PRL-2021_0201_03C09/2021,2021-01-30
EPI_ISL_995056,hCoV-19/USA/NY-PRL-2021_0210_01H08/2021,2021-02-07
EPI_ISL_936248,hCoV-19/USA/NY-Wadsworth-21011901-01/2021,2021-01-17
EPI_ISL_1017982,hCoV-19/USA/NY-NYCPHL-003026/2021,2021-02-04
EPI_ISL_1041878,hCoV-19/USA/NY-PRL-2021_02_17_00L20/2021,2021-02-15
EPI_ISL_1069268,hCoV-19/USA/WA-UW-60610/2021,2021-01-29
EPI_ISL_1041844,hCoV-19/USA/NY-PRL-2021_02_17_00I08/2021,2021-02-13
EPI_ISL_1098149,hCoV-19/USA/NY-PRL-2021_02_19_01J01/2021,2021-02-17
EPI_ISL_1041689,hCoV-19/USA/NY-PRL-2021_02_15_03C05/2021,2021-02-13
EPI_ISL_936036,hCoV-19/USA/NY-Wadsworth-21007567-01/2020,2020-12-27
EPI_ISL_936291,hCoV-19/USA/NY-Wadsworth-21012248-01/2021,2021-01-18
EPI_ISL_1041318,hCoV-19/USA/NY-PRL-2021_02_12_01B09/2021,2021-02-09
EPI_ISL_1097845,hCoV-19/USA/NY-PRL-2021_02_17_01M03/2021,2021-02-16
EPI_ISL_1097815,hCoV-19/USA/NY-PRL-2021_02_17_01I15/2021,2021-02-16
EPI_ISL_1041480,hCoV-19/USA/NY-PRL-2021_02_12_03E07/2021,2021-02-10
EPI_ISL_1016209,hCoV-19/USA/NY-Wadsworth-21018165-01/2021,2021-02-01
EPI_ISL_1041744,hCoV-19/USA/NY-PRL-2021_02_17_00B01/2021,2021-02-14
EPI_ISL_1041682,hCoV-19/USA/NY-PRL-2021_02_15_03B07/2021,2021-02-13
EPI_ISL_1087300,hCoV-19/USA/NY-NYULH358/2021,2021-02-03
EPI_ISL_1114478,hCoV-19/USA/NY-NYCPHL-003388/2021,2021-02-17
EPI_ISL_1064837,hCoV-19/USA/NY-NYCPHL-003146/2021,2021-02-09
EPI_ISL_1064838,hCoV-19/USA/NY-NYCPHL-003147/2021,2021-02-08
EPI_ISL_1098204,hCoV-19/USA/NY-PRL-2021_02_19_01N10/2021,2021-02-18
EPI_ISL_1097953,hCoV-19/USA/NY-PRL-2021_02_19_00G16/2021,2021-02-16
EPI_ISL_1041502,hCoV-19/USA/NY-PRL-2021_02_12_04C10/2021,2021-02-10
EPI_ISL_1098107,hCoV-19/USA/NY-PRL-2021_02_19_01F17/2021,2021-02-17
EPI_ISL_995024,hCoV-19/USA/NY-PRL-2021_0210_00G05/2021,2021-02-07
EPI_ISL_995020,hCoV-19/USA/NY-PRL-2021_0210_00F09/2021,2021-02-07
EPI_ISL_966415,hCoV-19/USA/NY-NYCPHL-002883/2021,2021-01-28
EPI_ISL_994976,hCoV-19/USA/NY-PRL-2021_0208_04B03/2021,2021-02-05
EPI_ISL_857056,hCoV-19/USA/NY-NYCPHL-002169/2020,2020-12-29
EPI_ISL_1064832,hCoV-19/USA/NY-NYCPHL-003076/2021,2021-01-30
EPI_ISL_1121909,hCoV-19/USA/NY-NYCPHL-003491/2021,2021-02-22
EPI_ISL_1060801,hCoV-19/USA/NJ-PHEL-P21-7091/2021,2021-02-06
EPI_ISL_1018029,hCoV-19/USA/NY-NYCPHL-003179/2021,2021-02-09
EPI_ISL_1018028,hCoV-19/USA/NY-NYCPHL-003178/2021,2021-02-09
EPI_ISL_1098482,hCoV-19/USA/NY-PRL-2021_02_24_00P02/2021,2021-02-22
EPI_ISL_1041268,hCoV-19/USA/NY-PRL-2021_02_10_02H08/2021,2021-02-08
EPI_ISL_995010,hCoV-19/USA/NY-PRL-2021_0210_00B06/2021,2021-02-07
EPI_ISL_1114495,hCoV-19/USA/NY-NYCPHL-003410/2021,2021-02-17
EPI_ISL_1041269,hCoV-19/USA/NY-PRL-2021_02_10_02H09/2021,2021-02-08
EPI_ISL_1098085,hCoV-19/USA/NY-PRL-2021_02_19_01C21/2021,2021-02-17
EPI_ISL_1041397,hCoV-19/USA/NY-PRL-2021_02_08_05G09/2021,2021-02-06
EPI_ISL_1041558,hCoV-19/USA/NY-PRL-2021_02_15_00F12/2021,2021-02-13
EPI_ISL_1041584,hCoV-19/USA/NY-PRL-2021_02_15_01D05/2021,2021-02-13
EPI_ISL_1097850,hCoV-19/USA/NY-PRL-2021_02_17_01M20/2021,2021-02-16
EPI_ISL_1016228,hCoV-19/USA/NY-Wadsworth-21018773-01/2021,2021-01-30
EPI_ISL_857164,hCoV-19/USA/NY-NYCPHL-002365/2021,2021-01-11
EPI_ISL_1020490,hCoV-19/USA/NY-Wadsworth-21007412-01/2021,2021-01-04
EPI_ISL_936288,hCoV-19/USA/NY-Wadsworth-21012244-01/2021,2021-01-14
EPI_ISL_1041239,hCoV-19/USA/NY-PRL-2021_02_10_02B08/2021,2021-02-08
EPI_ISL_883341,hCoV-19/USA/NY-NYCPHL-002471/2021,2021-01-14
EPI_ISL_937211,hCoV-19/USA/NY-NYCPHL-002711/2021,2021-01-22
EPI_ISL_1098595,hCoV-19/USA/NY-PRL-2021_02_25_00K15/2021,2021-02-23
EPI_ISL_883338,hCoV-19/USA/NY-NYCPHL-002433/2021,2021-01-14
EPI_ISL_1041519,hCoV-19/USA/NY-PRL-2021_02_12_04F08/2021,2021-02-09
EPI_ISL_1114474,hCoV-19/USA/NY-NYCPHL-003384/2021,2021-02-17
EPI_ISL_1098176,hCoV-19/USA/NY-PRL-2021_02_19_01L13/2021,2021-02-17
EPI_ISL_1064861,hCoV-19/USA/NY-NYCPHL-003330/2021,2021-02-16
EPI_ISL_1064847,hCoV-19/USA/NY-NYCPHL-003237/2021,2021-02-10
EPI_ISL_1041695,hCoV-19/USA/NY-PRL-2021_02_15_03D03/2021,2021-02-13
EPI_ISL_1098455,hCoV-19/USA/NY-PRL-2021_02_24_00E07/2021,2021-02-22
EPI_ISL_1016270,hCoV-19/USA/NY-Wadsworth-21015470-01/2021,2021-01-20
EPI_ISL_1137008,hCoV-19/USA/DE-DHSS-B1064250/2021,2021-02-16
EPI_ISL_1041563,hCoV-19/USA/NY-PRL-2021_02_15_00G05/2021,2021-02-13
EPI_ISL_1041544,hCoV-19/USA/NY-PRL-2021_02_15_00D03/2021,2021-02-13
EPI_ISL_995140,hCoV-19/USA/NY-PRL-2021_0210_07F07/2021,2021-02-09
EPI_ISL_1098470,hCoV-19/USA/NY-PRL-2021_02_24_00L06/2021,2021-02-20
EPI_ISL_1098259,hCoV-19/USA/NY-PRL-2021_02_22_00B07/2021,2021-02-19
EPI_ISL_1098199,hCoV-19/USA/NY-PRL-2021_02_19_01N03/2021,2021-02-17
EPI_ISL_995001,hCoV-19/USA/NY-PRL-2021_0208_04F11/2021,2021-02-06
EPI_ISL_984898,hCoV-19/USA/NY-PRL-2021_0125_00G10/2021,2021-01-19
EPI_ISL_1098594,hCoV-19/USA/NY-PRL-2021_02_25_00K13/2021,2021-02-23
EPI_ISL_1064839,hCoV-19/USA/NY-NYCPHL-003149/2021,2021-02-08
EPI_ISL_1041672,hCoV-19/USA/NY-PRL-2021_02_15_03A04/2021,2021-02-13
EPI_ISL_1041652,hCoV-19/USA/NY-PRL-2021_02_15_02F11/2021,2021-02-13
EPI_ISL_994803,hCoV-19/USA/NY-PRL-2021_0202_02A05/2021,2021-01-29
EPI_ISL_1114482,hCoV-19/USA/NY-NYCPHL-003393/2021,2021-02-17
EPI_ISL_1060805,hCoV-19/USA/NJ-PHEL-P21-6786/2021,2021-02-04
EPI_ISL_1064848,hCoV-19/USA/NY-NYCPHL-003241/2021,2021-02-10
EPI_ISL_1064850,hCoV-19/USA/NY-NYCPHL-003261/2021,2021-02-11
EPI_ISL_883345,hCoV-19/USA/NY-NYCPHL-002521/2021,2021-01-17
EPI_ISL_1020514,hCoV-19/USA/NY-Wadsworth-21007524-01/2020,2020-12-31
EPI_ISL_1098276,hCoV-19/USA/NY-PRL-2021_02_22_00C17/2021,2021-02-19
EPI_ISL_984870,hCoV-19/USA/NY-PRL-2021_0125_00A06/2021,2021-01-13
EPI_ISL_1098348,hCoV-19/USA/NY-PRL-2021_02_22_00I20/2021,2021-02-19
EPI_ISL_1041336,hCoV-19/USA/NY-PRL-2021_02_12_01E07/2021,2021-02-09
EPI_ISL_1098125,hCoV-19/USA/NY-PRL-2021_02_19_01G24/2021,2021-02-17
EPI_ISL_1098101,hCoV-19/USA/NY-PRL-2021_02_19_01F03/2021,2021-02-17
EPI_ISL_936292,hCoV-19/USA/NY-Wadsworth-21012249-01/2021,2021-01-14
EPI_ISL_1097804,hCoV-19/USA/NY-PRL-2021_02_17_01H02/2021,2021-02-14
EPI_ISL_1097803,hCoV-19/USA/NY-PRL-2021_02_17_01H01/2021,2021-02-15
EPI_ISL_1097817,hCoV-19/USA/NY-PRL-2021_02_17_01I19/2021,2021-02-15
EPI_ISL_1098240,hCoV-19/USA/NY-PRL-2021_02_19_01P17/2021,2021-02-18
EPI_ISL_883339,hCoV-19/USA/NY-NYCPHL-002440/2021,2021-01-14
EPI_ISL_966423,hCoV-19/USA/NY-NYCPHL-002800/2021,2021-01-26
EPI_ISL_883346,hCoV-19/USA/NY-NYCPHL-002525/2021,2021-01-14
EPI_ISL_884055,hCoV-19/USA/NY-Wadsworth-21005245-01/2021,2021-01-11
EPI_ISL_1094370,hCoV-19/USA/NY-CDC-2-3829922/2021,2021-01-11
EPI_ISL_995131,hCoV-19/USA/NY-PRL-2021_0210_07C02/2021,2021-02-08
EPI_ISL_1041361,hCoV-19/USA/NY-PRL-2021_02_08_05B09/2021,2021-02-06
EPI_ISL_1137006,hCoV-19/USA/DE-DHSS-B1064251/2021,2021-02-17
EPI_ISL_1097960,hCoV-19/USA/NY-PRL-2021_02_19_00H09/2021,2021-02-16
EPI_ISL_1097969,hCoV-19/USA/NY-PRL-2021_02_19_00I09/2021,2021-02-16
EPI_ISL_1121892,hCoV-19/USA/NY-NYCPHL-003416/2021,2021-02-16
EPI_ISL_937236,hCoV-19/USA/NY-NYCPHL-002767/2021,2021-01-25
EPI_ISL_1064858,hCoV-19/USA/NY-NYCPHL-003302/2021,2021-02-12
EPI_ISL_1098445,hCoV-19/USA/NY-PRL-2021_02_22_00P24/2021,2021-02-20
EPI_ISL_1098426,hCoV-19/USA/NY-PRL-2021_02_22_00O24/2021,2021-02-19
EPI_ISL_937126,hCoV-19/USA/NY-NYCPHL-002548/2021,2021-01-19
EPI_ISL_1041929,hCoV-19/USA/NY-PRL-2021_02_17_00P21/2021,2021-02-15
EPI_ISL_1041930,hCoV-19/USA/NY-PRL-2021_02_17_00P22/2021,2021-02-15
EPI_ISL_861283,hCoV-19/USA/NY-Wadsworth-21004982-01/2020,2020-12-24
EPI_ISL_966417,hCoV-19/USA/NY-NYCPHL-002950/2021,2021-01-28
EPI_ISL_883344,hCoV-19/USA/NY-NYCPHL-002520/2021,2021-01-16
EPI_ISL_883347,hCoV-19/USA/NY-NYCPHL-002533/2021,2021-01-15
EPI_ISL_1041897,hCoV-19/USA/NY-PRL-2021_02_17_00N03/2021,2021-02-14
EPI_ISL_995155,hCoV-19/USA/NY-PRL-2021_0210_07H09/2021,2021-02-09
EPI_ISL_1041315,hCoV-19/USA/NY-PRL-2021_02_12_01A05/2021,2021-02-08
EPI_ISL_1098305,hCoV-19/USA/NY-PRL-2021_02_22_00F04/2021,2021-02-19
EPI_ISL_1098186,hCoV-19/USA/NY-PRL-2021_02_19_01M03/2021,2021-02-16
EPI_ISL_1121900,hCoV-19/USA/NY-NYCPHL-003478/2021,2021-02-18
EPI_ISL_1114515,hCoV-19/USA/NY-NYCPHL-003445/2021,2021-02-19
EPI_ISL_861280,hCoV-19/USA/NY-Wadsworth-21004979-01/2020,2020-12-24
EPI_ISL_1121947,hCoV-19/USA/NY-NYCPHL-003537/2021,2021-02-23
EPI_ISL_1121919,hCoV-19/USA/NY-NYCPHL-003505/2021,2021-02-22
EPI_ISL_1121948,hCoV-19/USA/NY-NYCPHL-003539/2021,2021-02-23
EPI_ISL_1098310,hCoV-19/USA/NY-PRL-2021_02_22_00F15/2021,2021-02-19
EPI_ISL_1081256,hCoV-19/USA/MD-MDH-1069/2021,2021-02-10
EPI_ISL_984772,hCoV-19/USA/NY-PRL-2020_1229_00C05/2020,2020-12-26
EPI_ISL_984817,hCoV-19/USA/NY-PRL-2020_1229_01H04/2020,2020-12-27
EPI_ISL_1098138,hCoV-19/USA/NY-PRL-2021_02_19_01H23/2021,2021-02-17
EPI_ISL_1041580,hCoV-19/USA/NY-PRL-2021_02_15_01C07/2021,2021-02-13
EPI_ISL_1098194,hCoV-19/USA/NY-PRL-2021_02_19_01M19/2021,2021-02-17
EPI_ISL_995145,hCoV-19/USA/NY-PRL-2021_0210_07G04/2021,2021-02-09
EPI_ISL_1098163,hCoV-19/USA/NY-PRL-2021_02_19_01K18/2021,2021-02-17
EPI_ISL_1114504,hCoV-19/USA/NY-NYCPHL-003423/2021,2021-02-18
EPI_ISL_1098489,hCoV-19/USA/NY-PRL-2021_02_25_00A05/2021,2021-02-20
EPI_ISL_1059101,hCoV-19/USA/MI-UM-10038226814/2021,2021-02-08
EPI_ISL_1097896,hCoV-19/USA/NY-PRL-2021_02_19_00B21/2021,2021-02-16
EPI_ISL_1097833,hCoV-19/USA/NY-PRL-2021_02_17_01L01/2021,2021-02-15
EPI_ISL_1041883,hCoV-19/USA/NY-PRL-2021_02_17_00M01/2021,2021-02-15
EPI_ISL_1098003,hCoV-19/USA/NY-PRL-2021_02_19_00L02/2021,2021-02-15
EPI_ISL_1098018,hCoV-19/USA/NY-PRL-2021_02_19_00M11/2021,2021-02-16
EPI_ISL_1041548,hCoV-19/USA/NY-PRL-2021_02_15_00E05/2021,2021-02-13
EPI_ISL_1041820,hCoV-19/USA/NY-PRL-2021_02_17_00G07/2021,2021-02-12
EPI_ISL_1097936,hCoV-19/USA/NY-PRL-2021_02_19_00F03/2021,2021-02-16
EPI_ISL_1097948,hCoV-19/USA/NY-PRL-2021_02_19_00G03/2021,2021-02-16
EPI_ISL_1041807,hCoV-19/USA/NY-PRL-2021_02_17_00F06/2021,2021-02-14
EPI_ISL_1098364,hCoV-19/USA/NY-PRL-2021_02_22_00K05/2021,2021-02-20
EPI_ISL_1041793,hCoV-19/USA/NY-PRL-2021_02_17_00E07/2021,2021-02-15
EPI_ISL_1097955,hCoV-19/USA/NY-PRL-2021_02_19_00G20/2021,2021-02-16
EPI_ISL_1041914,hCoV-19/USA/NY-PRL-2021_02_17_00O08/2021,2021-02-15
EPI_ISL_1097918,hCoV-19/USA/NY-PRL-2021_02_19_00D05/2021,2021-02-16
EPI_ISL_1041875,hCoV-19/USA/NY-PRL-2021_02_17_00L11/2021,2021-02-14
